name,description,category,fraction,points,icon_url
Dog Pile,Defeat 10 Shado-Pan Trainees within 10 seconds.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_toughness.jpg?41793
Spreading the Warmth,Kill 60 Krik'thik Hivelings with a single Shado-Pan torch.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_greatwall.jpg?41793
Roll Club,Complete the Serpent Spine roll course in 70 seconds or less.,Pandaria,,10,https://icons.wowdb.com/retail/medium/ability_monk_roll.jpg?41793
Collateral Damage,Use a Mogu Statue's Crushing Slam to kill another opponent.,Pandaria,,10,https://icons.wowdb.com/retail/medium/warrior_talent_icon_bloodandthunder.jpg?41793
One Step at a Time,Complete The Crumbling Hall and The Thunder Below without taking damage from any source.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_mogupalace.jpg?41793
Now I Am the Master,"Take on an apprentice in the arts of cooking, and teach your student to become an expert.",Cooking,,10,https://icons.wowdb.com/retail/medium/trade_cooking_2.jpg?41793
The Pandaren Gourmet,Cook 15 of the Pandaren recipes listed below.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_142_fish.jpg?41793
The Pandaren Gourmet,Cook 30 of the Pandaren recipes listed below.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_142_fish.jpg?41793
Ironpaw Chef,Learn 240 cooking recipes.,Cooking,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_161_fish_89.jpg?41793
Pandaren Cuisine,Sample the following Pandaren fare.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_115_condorsoup.jpg?41793
Pandaren Delicacies,Sample the following Pandaren delicacies.,Pandaria,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_115_condorsoup.jpg?41793
The Three Brew Fathers,Discover the following artifacts of the Three Brewfathers.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
The Broken Hearted,Discover the following artifacts.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
The Four Celestials,Discover the following artifacts of the Celestials.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Instruments of Cruelty,Discover the following artifacts.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Symbols of Strength,Discover the following artifacts.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Stone Servants,Discover the following artifacts.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Documents of a Dark History,Discover the following artifacts.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Pandaren Tea Sets,"Restore 5 Pandaren Tea Sets.
",Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Pandaren Game Boards,Restore 5 Pandaren Game Boards.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Twin Stein Sets of Brewfather Quan Tou Kuo,Restore 5 Twin Stein Sets of Brewfather Quan Tou Kuo.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Walking Canes of Brewfather Ren Yun,Restore 5 Walking Canes of Brewfather Ren Yun.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Empty Kegs of Brewfather Xin Wo Yin,Restore 5 Empty Kegs of Brewfather Xin Wo Yin.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Carved Bronze Mirrors,Restore 5 Carved Bronze Mirrors.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Gold-Inlaid Porcelain Funerary Figurines,Restore 5 Gold-Inlaid Porcelain Funerary Figurines.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Apothecary Tins,Restore 5 Apothecary Tins.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Pearls of Yu'lon,Restore 5 Pearls of Yu'lon.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Standards of Niuzao,Restore 5 Standards of Niuzao.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Manacles of Rebellion,Restore 5 Manacles of Rebellion.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Cracked Mogu Runestones,Restore 5 Cracked Mogu Runestones.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Terracotta Arms,Restore 5 Terracotta Arms.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Petrified Bone Whips,Restore 5 Petrified Bone Whips.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Thunder King Insignias,Restore 5 Thunder King Insignias.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Edicts of the Thunder King,Restore 5 Edicts of the Thunder King.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Iron Amulets,Restore 5 Iron Amulets.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Warlord's Branding Irons,Restore 5 Warlord's Branding Irons.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Mogu Coins,Restore 5 Mogu Coins.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Worn Monument Ledgers,Restore 5 Worn Monument Ledgers.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Pandaren Tea Sets,Restore 20 Pandaren Tea Sets.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Pandaren Game Boards,Restore 20 Pandaren Game Boards.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Twin Stein Sets of Brewfather Quan Tou Kuo,Restore 20 Twin Stein Sets of Brewfather Quan Tou Kuo.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Walking Canes of Brewfather Ren Yun,Restore 20 Walking Canes of Brewfather Ren Yun.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Empty Kegs of Brewfather Xin Wo Yin,Restore 20 Empty Kegs of Brewfather Xin Wo Yin.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Carved Bronze Mirrors,Restore 20 Carved Bronze Mirrors.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Gold-Inlaid Porcelain Funerary Figurines,Restore 20 Gold-Inlaid Porcelain Funerary Figurines.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Apothecary Tins,Restore 20 Apothecary Tins.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Pearls of Yu'lon,Restore 20 Pearls of Yu'lon.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Standards of Niuzao,Restore 20 Standards of Niuzao.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Manacles of Rebellion,Restore 20 Manacles of Rebellion.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Cracked Mogu Runestones,Restore 20 Cracked Mogu Runestones.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Terracotta Arms,Restore 20 Terracotta Arms.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Petrified Bone Whips,Restore 20 Petrified Bone Whips.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Thunder King Insignias,Restore 20 Thunder King Insignias.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Edicts of the Thunder King,Restore 20 Edicts of the Thunder King.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Iron Amulets,Restore 20 Iron Amulets.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Warlord's Branding Irons,Restore 20 Warlord's Branding Irons.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Mogu Coins,Restore 20 Mogu Coins.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Collector: Worn Monument Ledgers,Restore 20 Worn Monument Ledgers.,Archaeology,,10,https://icons.wowdb.com/retail/medium/achievement_zone_ironforge.jpg?41793
Jack of All Trades,"Raise five primary professions to 75 skill points in the ""Pandaria"" category.",Professions,,25,https://icons.wowdb.com/retail/medium/trade_blacksmithing.jpg?41793
Pandaren Master of All,"Raise all primary professions to 75 skill points in the ""Pandaria"" category.",Professions,,50,https://icons.wowdb.com/retail/medium/inv_misc_mastersinscription.jpg?41793
Double Agent,Reach maximum level on both an Alliance and a Horde character.,Character,,25,https://icons.wowdb.com/retail/medium/achievement_bg_winwsg.jpg?41793
Restore Balance,Visit the Shrine of Fellowship in the Jade Forest and follow in the footsteps of Chen Stormstout.,Pandaria,,10,https://icons.wowdb.com/retail/medium/pandarenracial_innerpeace.jpg?41793
Dynamic Duo,Reach maximum level with two different classes.,Character,,20,https://icons.wowdb.com/retail/medium/achievement_arena_2v2_7.jpg?41793
Terrific Trio,Reach maximum level with three different classes.,Character,,30,https://icons.wowdb.com/retail/medium/achievement_guildperk_everybodysfriend.jpg?41793
Quintessential Quintet,Reach maximum level with five different classes.,Character,,50,https://icons.wowdb.com/retail/medium/achievement_guild_level5.jpg?41793
Pub Crawl,Complete the Brewmaster scenario achievements listed below.,Pandaria Scenarios,,10,https://icons.wowdb.com/retail/medium/inv_misc_archaeology_vrykuldrinkinghorn.jpg?41793
Grand Expedition Yak,Obtain a Grand Expedition Yak from Uncle Bigpocket in Kun-Lai Summit.,Mounts,,10,https://icons.wowdb.com/retail/medium/ability_mount_travellersyakmount.jpg?41793
5000 Daily Quests Completed,Complete 5000 daily quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_daily_06.jpg?41793
10000 Daily Quests Completed,Complete 10000 daily quests.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_quests_completed_daily_07.jpg?41793
Collector's Edition: Fetish Shaman,Owner of the Diablo III Collector's Edition Fetish Shaman pet.,Promotions,,,https://icons.wowdb.com/retail/medium/inv_spear_05.jpg?41793
Scarlet Halls,Defeat Flameweaver Koegler in Scarlet Halls.,Classic,,10,https://icons.wowdb.com/retail/medium/inv_helmet_52.jpg?41793
Newbie,Raise a pet to level 3.,Level,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_raiseapetlevel_3.jpg?41793
Scarlet Halls Guild Run,Defeat Flameweaver Koegler in Scarlet Halls while in a guild group.,Classic,,10,https://icons.wowdb.com/retail/medium/inv_helmet_52.jpg?41793
Zen Pet Hunter,Capture 200 pets in pet battle.,Collect,,10,https://icons.wowdb.com/retail/medium/inv_pet_achievement_captureawildpet.jpg?41793
A Worthy Opponent,Defeat one of the powerful champions of the Pandarian races that wander the continent.,Pandaria,,10,https://icons.wowdb.com/retail/medium/expansionicon_mistsofpandaria.jpg?41793
Could We Find More Like That?,Defeat one of each type of Pandarian champion.,Pandaria,,10,https://icons.wowdb.com/retail/medium/expansionicon_mistsofpandaria.jpg?41793
Glorious!,Hunt down and defeat each and every one of the Pandarian champions.,Pandaria,,30,https://icons.wowdb.com/retail/medium/expansionicon_mistsofpandaria.jpg?41793
Scenario Challenges,Complete 50 guild scenario challenges.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_scenariochallenge_50.jpg?41793
Challenge Mode Dungeon Challenges,Complete 50 guild challenge mode challenges.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_guild_challenge_50.jpg?41793
The Ultimate Challenge,Complete 250 guild challenges.,General,,10,https://icons.wowdb.com/retail/medium/spell_shadow_demonicfortitude.jpg?41793
More Fun With Friends,Complete 100 scenarios while in a guild group.,General,,10,https://icons.wowdb.com/retail/medium/achievement_scenariochallenge_100.jpg?41793
Scenario Roundup,Complete the following scenarios while in a guild group.,General,alliance,10,https://icons.wowdb.com/retail/medium/achievement_guildperk_everyones_a_hero.jpg?41793
Scenario Roundup,Complete the following scenarios while in a guild group.,General,horde,10,https://icons.wowdb.com/retail/medium/achievement_guildperk_everyones_a_hero.jpg?41793
A Rare Catch,Capture a rare quality battle pet.,Collect,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_catchrarepet.jpg?41793
High Quality,Capture 10 rare quality battle pets.,Collect,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_catchrarepet_10.jpg?41793
Quality & Quantity,Capture 50 rare quality battle pets.,Collect,,10,https://icons.wowdb.com/retail/medium/inv_pet_achievement_catchrarepet_50.jpg?41793
An Uncommon Find,Capture an uncommon quality battle pet.,Collect,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_catchuncommonpet.jpg?41793
Theramore's Fall,Protected Jaina as she recovered the Focusing Iris from the Horde-ravaged ruins of Theramore.,Events,alliance,,https://icons.wowdb.com/retail/medium/spell_arcane_teleporttheramore.jpg?41793
Theramore's Fall,Assisted in the covert assault of Theramore Isle and the rescue of Thalen Songweaver.,Events,horde,,https://icons.wowdb.com/retail/medium/spell_arcane_teleporttheramore.jpg?41793
The Shado-Master,Prove your worth to the Shado-Pan elite by completing all of the achievements listed below.,Pandaria,,10,https://icons.wowdb.com/retail/medium/achievement_faction_shadopan.jpg?41793
Trainer Extraordinaire,Earn 100 pet battle achievement points.,Pet Battles,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_earn100achieve.jpg?41793
Battle Master,Earn 200 pet battle achievement points.,Pet Battles,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_earn200achieve.jpg?41793
Cutting Edge: Will of the Emperor,"Defeat the Will of the Emperor in Mogu'shan Vaults on Heroic difficulty, before the release of patch 5.2.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_moguraid_06.jpg?41793
Cutting Edge: Grand Empress Shek'zeer,"Defeat Grand Empress Shek'zeer in Heart of Fear on Heroic difficulty, before the release of patch 5.2.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_raid_mantidraid07.jpg?41793
Cutting Edge: Sha of Fear,"Defeat the Sha of Fear in Terrace of Endless Spring on Heroic difficulty, before the release of patch 5.2.",Raids,,,https://icons.wowdb.com/retail/medium/achievement_raid_terraceofendlessspring04.jpg?41793
Taming the Great Outdoors,"Defeat 15 master pet tamers on Eastern Kingdoms, Kalimdor, Outland, Northrend, or Pandaria.",Battle,,5,https://icons.wowdb.com/retail/medium/inv_pet_achievement_defeatpettamer.jpg?41793
Taming the World,"Defeat 40 master pet tamers on Eastern Kingdoms, Kalimdor, Outland, Northrend, or Pandaria.",Battle,,10,https://icons.wowdb.com/retail/medium/inv_pet_achievement_defeatpettamer.jpg?41793
